"num","title","link","tag1","tag2","tag3","tag4","discount_original_price","discount_final_price","discount_pct","recent_review","all_review","release_date","developer","publisher"
"184","Everything","https://store.steampowered.com/app/582270/Everything/?snr=1_1452_1600__104_17","Casual"," Simulation"," Philisophical"," Indie","15,500 원","3,870 원","-75%","Very Positive (39)","Very Positive (1,468)","21 Apr, 2017","David OReilly","David OReilly"
"185","The Banner Saga","https://store.steampowered.com/app/237990/The_Banner_Saga/?snr=1_1452_1600__104_17","RPG"," Turn-Based"," Strategy"," Tactical","26,250 원","26,250 원","0%","Mostly Positive (42)","Very Positive (8,723)","15 Jan, 2014","Stoic","Stoic"
"186","SKYHILL","https://store.steampowered.com/app/382140/SKYHILL/?snr=1_1452_1600__104_17","Survival"," RPG"," Adventure"," Indie","140,500 원","14,050 원","-90%","Mixed (19)","Mostly Positive (869)","6 Oct, 2015","Mandragora","Mandragora"
"187","Good Pizza, Great Pizza","https://store.steampowered.com/app/770810/Good_Pizza_Great_Pizza/?snr=1_1452_1600__104_17","Early Access"," Indie"," Simulation"," Early Access","15,500 원","15,500 원","0%","No review","Positive (42)","6 Jun, 2018","TapBlaze","TapBlaze"
"188","Donut County","https://store.steampowered.com/app/702670/Donut_County/?snr=1_1452_1600__104_17","Indie"," Adventure"," Casual"," Physics","14,000 원","14,000 원","0%","Very Positive (87)","Very Positive (859)","28 Aug, 2018","Ben Esposito","Ben Esposito"
"189","Ultimate Epic Battle Simulator","https://store.steampowered.com/app/616560/Ultimate_Epic_Battle_Simulator/?snr=1_1452_1600__104_17","Simulation"," Sandbox"," War"," Strategy","15,500 원","15,500 원","0%","Mixed (52)","Mixed (3,615)","12 Apr, 2017","Brilliant Game Studios","Brilliant Game Studios"
"190","The Banner Saga 2","https://store.steampowered.com/app/281640/The_Banner_Saga_2/?snr=1_1452_1600__104_17","RPG"," Strategy"," Story Rich"," Turn-Based Strategy","26,250 원","26,250 원","0%","Very Positive (11)","Very Positive (1,376)","20 Apr, 2016","Stoic","Stoic"
"191","Ultimate Epic Battle Simulator","https://store.steampowered.com/app/616560/Ultimate_Epic_Battle_Simulator/?snr=1_1452_1600__104_18","Simulation"," Sandbox"," War"," Strategy","15,500 원","15,500 원","0%","Mixed (52)","Mixed (3,615)","12 Apr, 2017","Brilliant Game Studios","Brilliant Game Studios"
"192","Ryse: Son of Rome","https://store.steampowered.com/app/302510/Ryse_Son_of_Rome/?snr=1_1452_1600__104_18","Quick-Time Events"," Rome"," Action"," Hack and Slash","15,500 원","15,500 원","0%","Very Positive (163)","Very Positive (12,770)","10 Oct, 2014","Crytek","Crytek"
"193","RollerCoaster Tycoon World™","https://store.steampowered.com/app/282560/RollerCoaster_Tycoon_World/?snr=1_1452_1600__104_18","Simulation"," Building"," Management"," Sandbox","16,000 원","16,000 원","0%","No review","Mostly Negative (2,496)","17 Nov, 2016","Nvizzio Creations","Atari"
"194","Ratty Catty","https://store.steampowered.com/app/610380/Ratty_Catty/?snr=1_1452_1600__104_18","Action"," Strategy"," Casual"," Indie","16,000 원","16,000 원","0%","No review","Mixed (164)","21 Jul, 2017","Kerim Kumbasar","Kerim Kumbasar"
"195","Among the Sleep - Enhanced Edition","https://store.steampowered.com/app/250620/Among_the_Sleep__Enhanced_Edition/?snr=1_1452_1600__104_18","Horror"," Indie"," Atmospheric"," Adventure","17,500 원","7,000 원","-60%","Very Positive (20)","Very Positive (3,299)","2 Nov, 2017","Krillbite Studio","Krillbite Studio"
"196","Fate Hunters","https://store.steampowered.com/app/920680/Fate_Hunters/?snr=1_1452_1600__104_18","Early Access"," Early Access"," Indie"," Adventure","15,500 원","15,500 원","0%","Mostly Positive (21)","Very Positive (62)","17 Sep, 2018","Tower Games","Tower Games"
"197","Exanima","https://store.steampowered.com/app/362490/Exanima/?snr=1_1452_1600__104_18","Early Access"," RPG"," Physics"," Dark Fantasy","15,000 원","15,000 원","0%","Very Positive (26)","Mostly Positive (3,043)","30 Apr, 2015","Bare Mettle Entertainment","Bare Mettle Entertainment"
"198","Dude, Stop","https://store.steampowered.com/app/574560/Dude_Stop/?snr=1_1452_1600__104_18","Puzzle"," Pixel Graphics"," Funny"," Comedy","15,500 원","15,500 원","0%","No review","Mostly Positive (205)","2 Jun, 2018","Team HalfBeard","Team HalfBeard"
"199","Gorogoa","https://store.steampowered.com/app/557600/Gorogoa/?snr=1_1452_1600__104_18","Puzzle"," Adventure"," Indie"," Casual","15,500 원","15,500 원","0%","Very Positive (118)","Overwhelmingly Positive (3,595)","15 Dec, 2017","Buried Signal","Buried Signal"
"200","Angvik","https://store.steampowered.com/app/278890/Angvik/?snr=1_1452_1600__104_18","Platformer"," Indie"," Action"," Adventure","3,300 원","3,300 원","0%","Very Positive (19)","Very Positive (1,177)","24 Feb, 2014","Alastair John Jack","Alastair John Jack"
"201","Aim Hero","https://store.steampowered.com/app/518030/Aim_Hero/?snr=1_1452_1600__104_18","Early Access"," FPS"," Action"," e-sports","5,500 원","5,500 원","0%","Very Positive (57)","Very Positive (2,359)","5 Sep, 2016","ProGames Studio","ProGames Studio"
"202","Halo Wars: Definitive Edition","https://store.steampowered.com/app/459220/Halo_Wars_Definitive_Edition/?snr=1_1452_1600__104_18","Strategy"," RTS"," Sci-fi"," Multiplayer","21,000 원","21,000 원","0%","Very Positive (103)","Very Positive (2,136)","21 Apr, 2017","Ensemble Studios, Behaviour Interactive,","Ensemble Studios"
"203","SPORE™ Galactic Adventures","https://store.steampowered.com/app/24720/SPORE_Galactic_Adventures/?snr=1_1452_1600__104_19","Simulation"," Action"," Space"," Adventure","21,000 원","21,000 원","0%","Mostly Positive (30)","Very Positive (2,038)","23 Jun, 2009","EA - Maxis","EA - Maxis"
"204","OneShot","https://store.steampowered.com/app/420530/OneShot/?snr=1_1452_1600__104_19","Story Rich"," Pixel Graphics"," Great Soundtrack"," Atmospheric","10,500 원","10,500 원","0%","Overwhelmingly Positive (224)","Overwhelmingly Positive (8,768)","9 Dec, 2016","Little Cat Feet","Little Cat Feet"
"205","Ultimate Chicken Horse","https://store.steampowered.com/app/386940/Ultimate_Chicken_Horse/?snr=1_1452_1600__104_19","Multiplayer"," Funny"," Local Multiplayer"," Level Editor","15,500 원","15,500 원","0%","Very Positive (76)","Very Positive (5,206)","5 Mar, 2016","Clever Endeavour Games","Clever Endeavour Games"
"206","Door Kickers: Action Squad","https://store.steampowered.com/app/686200/Door_Kickers_Action_Squad/?snr=1_1452_1600__104_19","Action"," Indie"," Tactical"," Co-op","14,500 원","14,500 원","0%","Very Positive (28)","Very Positive (450)","11 Sep, 2018","PixelShard, KillHouse Games","PixelShard"
"207","Mist Survival","https://store.steampowered.com/app/914620/Mist_Survival/?snr=1_1452_1600__104_19","Early Access"," Survival"," Open World"," Zombies","11,500 원","10,350 원","-10%","Very Positive (259)","Very Positive (2,306)","15 Aug, 2018","Rati Wattanakornprasit","Rati Wattanakornprasit"
"208","Detention","https://store.steampowered.com/app/555220/Detention/?snr=1_1452_1600__104_19","Horror"," Atmospheric"," Indie"," Psychological Horror","13,000 원","13,000 원","0%","Overwhelmingly Positive (167)","Overwhelmingly Positive (6,515)","13 Jan, 2017","RedCandleGames","RedCandleGames"
"209","911 Operator","https://store.steampowered.com/app/503560/911_Operator/?snr=1_1452_1600__104_19","Simulation"," Strategy"," Management"," Casual","16,000 원","16,000 원","0%","Very Positive (38)","Very Positive (3,541)","24 Feb, 2017","Jutsu Games","Jutsu Games"
"210","SimpleRockets 2","https://store.steampowered.com/app/870200/SimpleRockets_2/?snr=1_1452_1600__104_19","Early Access"," Simulation"," Indie"," Early Access","15,500 원","13,170 원","-15%","No review","Very Positive (142)","8 Nov, 2018","Jundroo, LLC","Jundroo, LLC"
"211","Hitman: Blood Money","https://store.steampowered.com/app/6860/Hitman_Blood_Money/?snr=1_1452_1600__104_19","Stealth"," Action"," Third Person"," Singleplayer","12,500 원","12,500 원","0%","Very Positive (97)","Very Positive (4,880)","30 May, 2006","Io-Interactive A/S","Io-Interactive A/S"
"212","Everything","https://store.steampowered.com/app/582270/Everything/?snr=1_1452_1600__104_19","Casual"," Simulation"," Philisophical"," Indie","15,500 원","3,870 원","-75%","Very Positive (39)","Very Positive (1,468)","21 Apr, 2017","David OReilly","David OReilly"
"213","Guns, Gore and Cannoli 2","https://store.steampowered.com/app/525510/Guns_Gore_and_Cannoli_2/?snr=1_1452_1600__104_19","Action"," Side Scroller"," Adventure"," Multiplayer","13,500 원","13,500 원","0%","Very Positive (32)","Very Positive (742)","2 Mar, 2018","Crazy Monkey Studios, Claeysbrothers","Crazy Monkey Studios"
"214","Total War Saga: THRONES OF BRITANNIA","https://store.steampowered.com/app/712100/Total_War_Saga_THRONES_OF_BRITANNIA/?snr=1_1452_1600__104_19","Strategy"," Historical"," RTS"," Action","43,000 원","43,000 원","0%","Mostly Negative (105)","Mixed (3,965)","3 May, 2018","CREATIVE ASSEMBLY, Feral Interactive (Mac),","CREATIVE ASSEMBLY"
"215","NOBUNAGA’S AMBITION: Shouseiroku with Power Up Kit / 信長の野望??星? with パワ?アップキット","https://store.steampowered.com/app/628100/NOBUNAGAS_AMBITION_Shouseiroku_with_Power_Up_Kit___with/?snr=1_1452_1600__104_19","Strategy","No tag","No tag","No tag","21,000 원","14,700 원","-30%","No review","4 user reviews","26 Jul, 2017","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
"216","Rusty Lake Hotel","https://store.steampowered.com/app/435120/Rusty_Lake_Hotel/?snr=1_1452_1600__104_19","Indie"," Adventure"," Point & Click"," Puzzle","2,200 원","2,200 원","0%","Very Positive (21)","Very Positive (1,202)","29 Jan, 2016","Rusty Lake","Rusty Lake"
"217","Hero Siege","https://store.steampowered.com/app/269210/Hero_Siege/?snr=1_1452_1600__104_20","RPG"," Rogue-like"," Indie"," Hack and Slash","6,500 원","6,500 원","0%","Mixed (137)","Mostly Positive (13,358)","29 Jan, 2014","Elias Viglione, Jussi Kukkonen","Elias Viglione"
"218","The Cabinets of Doctor Arcana","https://store.steampowered.com/app/831070/The_Cabinets_of_Doctor_Arcana/?snr=1_1452_1600__104_20","Adventure"," Indie"," Casual"," Mystery","15,500 원","15,500 원","0%","No review","9 user reviews","6 Oct, 2018","Monolith Graphics, The Hideout","Monolith Graphics"
"219","Startup Company","https://store.steampowered.com/app/606800/Startup_Company/?snr=1_1452_1600__104_20","Early Access"," Simulation"," Management"," Strategy","10,500 원","10,500 원","0%","Mixed (103)","Mostly Positive (1,775)","11 Aug, 2017","Hovgaard Games","Hovgaard Games"
"220","Rusty Lake Paradise","https://store.steampowered.com/app/744190/Rusty_Lake_Paradise/?snr=1_1452_1600__104_20","Indie"," Adventure"," Puzzle"," Point & Click","4,400 원","4,400 원","0%","Very Positive (15)","Very Positive (864)","11 Jan, 2018","Rusty Lake","Rusty Lake"
"221","Pixel Painter","https://store.steampowered.com/app/648120/Pixel_Painter/?snr=1_1452_1600__104_20","Casual"," Indie","No tag","No tag","1,100 원","1,100 원","0%","Very Positive (17)","Mostly Positive (239)","20 Jun, 2017","Dio Alias Games","Dio Alias Games"
"222","Poly Bridge","https://store.steampowered.com/app/367450/Poly_Bridge/?snr=1_1452_1600__104_20","Building"," Simulation"," Physics"," Puzzle","10,500 원","10,500 원","0%","Very Positive (56)","Very Positive (3,219)","13 Jul, 2016","Dry Cactus","Dry Cactus"
"223","Evil Bank Manager","https://store.steampowered.com/app/896160/Evil_Bank_Manager/?snr=1_1452_1600__104_20","Early Access"," Early Access"," Strategy"," Indie","12,500 원","11,250 원","-10%","No review","Mostly Positive (93)","10 Nov, 2018","Hamsters Gaming","Hamsters Gaming"
"224","SuperPower 2 Steam Edition","https://store.steampowered.com/app/282400/SuperPower_2_Steam_Edition/?snr=1_1452_1600__104_20","Strategy"," Simulation"," Politics"," Grand Strategy","10,000 원","2,500 원","-75%","Mixed (12)","Mostly Positive (1,362)","11 Oct, 2004","GolemLabs","GolemLabs"
"225","CoH 2 - The Western Front Armies: Oberkommando West","https://store.steampowered.com/app/287371/CoH_2__The_Western_Front_Armies_Oberkommando_West/?snr=1_1452_1600__104_20","Strategy"," World War II"," Multiplayer"," RTS","14,000 원","14,000 원","0%","No review","2 user reviews","24 Jun, 2014","Relic Entertainment, Feral Interactive (Mac),","SEGA"
"226","COH 2 - The Western Front Armies: US Forces","https://store.steampowered.com/app/287370/COH_2__The_Western_Front_Armies_US_Forces/?snr=1_1452_1600__104_20","Strategy"," World War II"," RTS"," Multiplayer","14,000 원","14,000 원","0%","No review","3 user reviews","24 Jun, 2014","Relic Entertainment, Feral Interactive (Mac),","SEGA"
"227","NOBUNAGA’S AMBITION: Reppuden with Power Up Kit / 信長の野望?烈風? with パワ?アップキット","https://store.steampowered.com/app/628110/NOBUNAGAS_AMBITION_Reppuden_with_Power_Up_Kit___with/?snr=1_1452_1600__104_20","Strategy","No tag","No tag","No tag","21,000 원","14,700 원","-30%","No review","Mixed (16)","30 Aug, 2017","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
"228","Milkmaid of the Milky Way","https://store.steampowered.com/app/544970/Milkmaid_of_the_Milky_Way/?snr=1_1452_1600__104_20","Adventure"," Indie"," Female Protagonist"," Point & Click","6,500 원","2,600 원","-60%","Very Positive (11)","Very Positive (191)","5 Jan, 2017","Mattis Folkestad","Mattis Folkestad"
"229","Milkmaid of the Milky Way","https://store.steampowered.com/app/544970/Milkmaid_of_the_Milky_Way/?snr=1_1452_1600__104_21","Adventure"," Indie"," Female Protagonist"," Point & Click","6,500 원","2,600 원","-60%","Very Positive (11)","Very Positive (191)","5 Jan, 2017","Mattis Folkestad","Mattis Folkestad"
"230","Trine Enchanted Edition","https://store.steampowered.com/app/35700/Trine_Enchanted_Edition/?snr=1_1452_1600__104_21","Platformer"," Fantasy"," Puzzle"," Indie","16,000 원","2,400 원","-85%","Very Positive (65)","Overwhelmingly Positive (7,291)","2 Jul, 2009","Frozenbyte","Frozenbyte"
"231","Angels of Death","https://store.steampowered.com/app/537110/Angels_of_Death/?snr=1_1452_1600__104_21","RPGMaker"," Indie"," Anime"," Horror","10,500 원","10,500 원","0%","Very Positive (56)","Very Positive (1,611)","20 Dec, 2016","Vaka Game Magazine, Makoto Sanada","Vaka Game Magazine"
"232","Diner Bros","https://store.steampowered.com/app/846800/Diner_Bros/?snr=1_1452_1600__104_21","Indie"," Casual"," Action"," Local Co-Op","10,500 원","10,500 원","0%","No review","Very Positive (80)","6 Jul, 2018","JAYFLGAMES","JAYFLGAMES"
"233","Fallout 2: A Post Nuclear Role Playing Game","https://store.steampowered.com/app/38410/Fallout_2_A_Post_Nuclear_Role_Playing_Game/?snr=1_1452_1600__104_21","RPG"," Post-apocalyptic"," Classic"," Open World","10,500 원","10,500 원","0%","Very Positive (46)","Very Positive (3,920)","1 Dec, 1998","Black Isle Studios","Black Isle Studios"
"234","Wizardry 8","https://store.steampowered.com/app/245450/Wizardry_8/?snr=1_1452_1600__104_21","RPG"," Party-Based RPG"," Classic"," Turn-Based Combat","10,500 원","10,500 원","0%","No review","Very Positive (389)","15 Nov, 2001","Sir-Tech Canada","Gamepot, Inc."
"235","Rock of Ages","https://store.steampowered.com/app/22230/Rock_of_Ages/?snr=1_1452_1600__104_21","Comedy"," Indie"," Strategy"," Tower Defense","10,500 원","10,500 원","0%","No review","Very Positive (2,213)","8 Sep, 2011","ACE Team","ATLUS USA"
"236","Turmoil","https://store.steampowered.com/app/361280/Turmoil/?snr=1_1452_1600__104_21","Simulation"," Strategy"," Management"," Indie","10,500 원","10,500 원","0%","Very Positive (19)","Very Positive (2,416)","2 Jun, 2016","Gamious","Gamious"
"237","Redout: Enhanced Edition","https://store.steampowered.com/app/517710/Redout_Enhanced_Edition/?snr=1_1452_1600__104_21","Racing"," Futuristic"," Fast-Paced"," Great Soundtrack","38,000 원","11,400 원","-70%","Very Positive (29)","Very Positive (1,972)","3 Sep, 2016","34BigThings srl","34BigThings srl"
"238","Runner3","https://store.steampowered.com/app/516130/Runner3/?snr=1_1452_1600__104_21","Indie"," Action"," Great Soundtrack"," Rhythm","31,000 원","10,230 원","-67%","No review","Mostly Positive (64)","23 May, 2018","Choice Provisions","Choice Provisions"
"239","Citadel: Forged with Fire","https://store.steampowered.com/app/487120/Citadel_Forged_with_Fire/?snr=1_1452_1600__104_21","Early Access"," Open World"," RPG"," Massively Multiplayer","26,000 원","11,700 원","-55%","Very Positive (22)","Mixed (3,139)","26 Jul, 2017","Blue Isle Studios, Virtual Basement LLC","Blue Isle Studios"
"240","Teslagrad","https://store.steampowered.com/app/249590/Teslagrad/?snr=1_1452_1600__104_21","Platformer"," Indie"," Puzzle"," Metroidvania","10,500 원","1,050 원","-90%","Mixed (20)","Very Positive (1,055)","14 Dec, 2013","Rain Games","Rain Games"
"241","Golf It!","https://store.steampowered.com/app/571740/Golf_It/?snr=1_1452_1600__104_22","Early Access"," Multiplayer"," Mini Golf"," Casual","9,500 원","9,500 원","0%","Very Positive (90)","Mostly Positive (2,374)","18 Feb, 2017","Perfuse Entertainment","Perfuse Entertainment"
"242","Oceanhorn: Monster of Uncharted Seas","https://store.steampowered.com/app/339200/Oceanhorn_Monster_of_Uncharted_Seas/?snr=1_1452_1600__104_22","Adventure"," RPG"," Action"," Indie","16,000 원","8,000 원","-50%","No review","Very Positive (788)","17 Mar, 2015","Cornfox & Bros.","Cornfox & Bros."
"243","The Witcher® 3: Wild Hunt","https://store.steampowered.com/app/292030/The_Witcher_3_Wild_Hunt/?snr=1_1452_1600__104_22","Open World"," RPG"," Story Rich"," Atmospheric","34,800 원","34,800 원","0%","Overwhelmingly Positive (3,652)","Overwhelmingly Positive (154,394)","18 May, 2015","CD PROJEKT RED","CD PROJEKT RED"
"244","DISTRAINT: Deluxe Edition","https://store.steampowered.com/app/395170/DISTRAINT_Deluxe_Edition/?snr=1_1452_1600__104_22","Indie"," Horror"," Adventure"," Psychological Horror","5,500 원","930 원","-83%","Very Positive (40)","Very Positive (3,258)","21 Oct, 2015","Jesse Makkonen","Jesse Makkonen"
"245","Feel The Snow","https://store.steampowered.com/app/538100/Feel_The_Snow/?snr=1_1452_1600__104_22","Early Access"," Survival"," Multiplayer"," Pixel Graphics","9,500 원","9,500 원","0%","Very Positive (18)","Very Positive (1,270)","14 Oct, 2016","Owlet","Owlet"
"246","Warhammer: Vermintide 2","https://store.steampowered.com/app/552500/Warhammer_Vermintide_2/?snr=1_1452_1600__104_22","Co-op"," Gore"," First-Person"," Multiplayer","31,000 원","15,500 원","-50%","Mixed (358)","Mostly Positive (17,916)","9 Mar, 2018","Fatshark","Fatshark"
"247","Five Nights at Freddy's: Sister Location","https://store.steampowered.com/app/506610/Five_Nights_at_Freddys_Sister_Location/?snr=1_1452_1600__104_22","Horror"," Survival Horror"," Singleplayer"," Robots","8,500 원","8,500 원","0%","Very Positive (16)","Very Positive (4,743)","8 Oct, 2016","Scott Cawthon","Scott Cawthon"
"248","Darksiders II Deathinitive Edition","https://store.steampowered.com/app/388410/Darksiders_II_Deathinitive_Edition/?snr=1_1452_1600__104_22","Action"," Adventure"," Hack and Slash"," RPG","30,000 원","4,500 원","-85%","Mixed (174)","Mostly Positive (5,211)","6 Nov, 2015","Gunfire Games, Vigil Games, THQ Nordic","Gunfire Games"
"249","Rusty Lake Paradise","https://store.steampowered.com/app/744190/Rusty_Lake_Paradise/?snr=1_1452_1600__104_22","Indie"," Adventure"," Puzzle"," Point & Click","4,400 원","4,400 원","0%","Very Positive (15)","Very Positive (864)","11 Jan, 2018","Rusty Lake","Rusty Lake"
"250","Dungeon Siege II","https://store.steampowered.com/app/39200/Dungeon_Siege_II/?snr=1_1452_1600__104_23","RPG"," Fantasy"," Action RPG"," Hack and Slash","7,500 원","7,500 원","0%","Mixed (18)","Mostly Positive (923)","16 Aug, 2005","Gas Powered Games","Gas Powered Games"
"251","Death Coming","https://store.steampowered.com/app/705120/Death_Coming/?snr=1_1452_1600__104_23","Pixel Graphics"," Casual"," Strategy"," Gore","7,500 원","7,500 원","0%","Mixed (13)","Very Positive (1,854)","6 Nov, 2017","NEXT Studio","NEXT Studio"
"252","東方幕華祭 TouHou Makuka Sai ~ Fantastic Danmaku Festival","https://store.steampowered.com/app/882710/_TouHou_Makuka_Sai__Fantastic_Danmaku_Festival/?snr=1_1452_1600__104_23","Indie"," Action"," Bullet Hell"," Adventure","9,500 원","9,500 원","0%","Very Positive (33)","Very Positive (240)","17 Aug, 2018","東方幕華祭制作?","東方幕華祭制作?"
"253","Assassin's Creed® Origins","https://store.steampowered.com/app/582160/Assassins_Creed_Origins/?snr=1_1452_1600__104_23","Open World"," Assassin"," Action"," Parkour","65,000 원","65,000 원","0%","Mostly Positive (339)","Very Positive (29,161)","27 Oct, 2017","Ubisoft Montreal","Ubisoft Montreal"
"254","River City Ransom: Underground","https://store.steampowered.com/app/422810/River_City_Ransom_Underground/?snr=1_1452_1600__104_23","Beat 'em up"," Action"," Retro"," Indie","20,500 원","3,070 원","-85%","Mixed (39)","Mostly Positive (1,383)","28 Feb, 2017","Conatus Creative Inc.","Conatus Creative Inc."
"255","A Hat in Time","https://store.steampowered.com/app/253230/A_Hat_in_Time/?snr=1_1452_1600__104_23","3D Platformer"," Cute"," Great Soundtrack"," Female Protagonist","32,000 원","32,000 원","0%","Overwhelmingly Positive (226)","Overwhelmingly Positive (7,951)","6 Oct, 2017","Gears for Breakfast","Gears for Breakfast"
"256","The Curse of Monkey Island","https://store.steampowered.com/app/730820/The_Curse_of_Monkey_Island/?snr=1_1452_1600__104_23","Adventure"," Point & Click"," Pirates"," Classic","7,500 원","7,500 원","0%","No review","Very Positive (289)","31 Oct, 1997","LucasArts","LucasArts"
"257","100% Orange Juice","https://store.steampowered.com/app/282800/100_Orange_Juice/?snr=1_1452_1600__104_23","Anime"," Board Game"," Cute"," Multiplayer","7,500 원","7,500 원","0%","Very Positive (100)","Very Positive (6,147)","10 Sep, 2013","Orange_Juice","Orange_Juice"
"258","Stick Fight: The Game","https://store.steampowered.com/app/674940/Stick_Fight_The_Game/?snr=1_1452_1600__104_23","Multiplayer"," Funny"," Fighting"," Action","5,500 원","5,500 원","0%","Very Positive (440)","Very Positive (18,219)","28 Sep, 2017","Landfall West","Landfall West"
"259","Fugl","https://store.steampowered.com/app/643810/Fugl/?snr=1_1452_1600__104_23","Early Access"," Indie"," Casual"," Simulation","10,500 원","6,300 원","-40%","Very Positive (10)","Very Positive (146)","15 Sep, 2017","Team Fugl","Team Fugl"
"260","Golfing Over It with Alva Majo","https://store.steampowered.com/app/817510/Golfing_Over_It_with_Alva_Majo/?snr=1_1452_1600__104_23","Action"," Indie"," Psychological Horror"," Difficult","5,500 원","5,500 원","0%","Mostly Positive (19)","Mixed (539)","29 Mar, 2018","Majorariatto","Majorariatto"
"261","Caesar™ 3","https://store.steampowered.com/app/517790/Caesar_3/?snr=1_1452_1600__104_23","Strategy"," Simulation"," City Builder"," Rome","6,720 원","6,720 원","0%","No review","Very Positive (277)","30 May, 1999","Impressions Games","Activision"
"262","Romance of the Three Kingdoms 12 with Power Up Kit / 三國志12 with パワ?アップキット","https://store.steampowered.com/app/628080/Romance_of_the_Three_Kingdoms_12_with_Power_Up_Kit__12_with/?snr=1_1452_1600__104_23","Strategy","No tag","No tag","No tag","41,000 원","28,700 원","-30%","No review","Mixed (35)","17 Jan, 2018","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
"263","Hentai Girl Betty","https://store.steampowered.com/app/963690/Hentai_Girl_Betty/?snr=1_1452_1600__104_24","Sexual Content"," Nudity"," Casual"," Indie","1,100 원","1,100 원","0%","No review","Overwhelmingly Positive (618)","6 Nov, 2018","GirlGame","GirlGame"
"264","Just Ignore Them","https://store.steampowered.com/app/561770/Just_Ignore_Them/?snr=1_1452_1600__104_24","Adventure"," Pixel Graphics"," Gore"," Horror","5,000 원","5,000 원","0%","No review","Mostly Positive (202)","28 Apr, 2017","Stranga","GrabTheGames"
"265","IS Defense","https://store.steampowered.com/app/448370/IS_Defense/?snr=1_1452_1600__104_24","Action"," Indie"," On-Rails Shooter"," Shooter","6,500 원","6,500 원","0%","No review","Very Positive (867)","19 Apr, 2016","Destructive Creations","Destructive Creations"
"266","9 Clues 2: The Ward","https://store.steampowered.com/app/369420/9_Clues_2_The_Ward/?snr=1_1452_1600__104_24","Adventure"," Casual"," Hidden Object"," Point & Click","10,500 원","3,150 원","-70%","No review","Very Positive (251)","23 Jul, 2015","Tap It Games","Artifex Mundi"
"267","The Myth Seekers: The Legacy of Vulcan","https://store.steampowered.com/app/657040/The_Myth_Seekers_The_Legacy_of_Vulcan/?snr=1_1452_1600__104_24","Adventure"," Casual"," Hidden Object"," Female Protagonist","10,500 원","6,300 원","-40%","No review","Mostly Positive (21)","11 Aug, 2017","Sunward Games","Artifex Mundi"
"268","The Frostrune","https://store.steampowered.com/app/513890/The_Frostrune/?snr=1_1452_1600__104_24","Adventure"," Point & Click"," Mythology"," Female Protagonist","6,900 원","1,720 원","-75%","Very Positive (10)","Very Positive (130)","2 Feb, 2017","Grimnir Media","Grimnir Media"
"269","Risk of Rain","https://store.steampowered.com/app/248820/Risk_of_Rain/?snr=1_1452_1600__104_24","Rogue-like"," Indie"," Platformer"," Action","10,500 원","10,500 원","0%","Mostly Positive (156)","Very Positive (15,972)","9 Nov, 2013","Hopoo Games","Hopoo Games"
"270","Clone Drone in the Danger Zone","https://store.steampowered.com/app/597170/Clone_Drone_in_the_Danger_Zone/?snr=1_1452_1600__104_24","Early Access"," Action"," Robots"," Swordplay","15,500 원","15,500 원","0%","Very Positive (53)","Very Positive (1,400)","16 Mar, 2017","Doborog Games","Doborog Games"
"271","Sanctum","https://store.steampowered.com/app/91600/Sanctum/?snr=1_1452_1600__104_24","Tower Defense"," Strategy"," FPS"," Action","10,500 원","2,100 원","-80%","No review","Very Positive (1,633)","16 Apr, 2011","Coffee Stain Studios","Coffee Stain Publishing"
"272","Deponia: The Complete Journey","https://store.steampowered.com/app/292910/Deponia_The_Complete_Journey/?snr=1_1452_1600__104_24","Adventure"," Point & Click"," Comedy"," Puzzle","37,000 원","5,550 원","-85%","Mostly Positive (11)","Very Positive (1,751)","9 Jul, 2014","Daedalic Entertainment","Daedalic Entertainment"
"273","Geometry Dash","https://store.steampowered.com/app/322170/Geometry_Dash/?snr=1_1452_1600__104_24","Difficult"," Great Soundtrack"," Music"," Level Editor","4,400 원","4,400 원","0%","Very Positive (526)","Very Positive (46,858)","23 Dec, 2014","RobTop Games","RobTop Games"
"274","Please, Don't Touch Anything 3D","https://store.steampowered.com/app/529590/Please_Dont_Touch_Anything_3D/?snr=1_1452_1600__104_24","Indie"," Casual"," Adventure"," Puzzle","16,000 원","5,600 원","-65%","No review","Very Positive (166)","8 Dec, 2016","Escalation Studios, Four Quarters","ForwardXP"
"275","Tilesweeper","https://store.steampowered.com/app/867180/Tilesweeper/?snr=1_1452_1600__104_24","Indie"," Casual"," Destruction"," Puzzle","5,500 원","5,500 원","0%","No review","Positive (40)","24 Aug, 2018","IEVO","IEVO"
"276","Project Hospital","https://store.steampowered.com/app/868360/Project_Hospital/?snr=1_1452_1600__104_24","Simulation"," Indie"," Strategy"," Management","26,000 원","26,000 원","0%","No review","Very Positive (509)","31 Oct, 2018","Oxymoron Games","Oxymoron Games"
"277","Hoyeonjigi","https://store.steampowered.com/app/952920/Hoyeonjigi/?snr=1_1452_1600__104_25","Adventure"," Indie"," Casual"," Point & Click","4,400 원","3,960 원","-10%","No review","4 user reviews","9 Nov, 2018","Yurae","PsychoFlux Entertainment"
